Session_ID,Location_Zone,Time_of_Day,Product_Category,Cart_Status,Cart_Value_INR,Session_Duration_Sec,Delivery_Time_Min,Waste_Risk_Level,Cross_Sell_Accepted
SID100333,Powai,9 AM–12,Fresh Produce,Completed,485,137,10,Low,No
SID100334,Dadar,6–10 PM,Staples & Grains,Abandoned,186,297,10,Medium,No
SID100335,Bandra,3–6 PM,Snacks & Beverages,Completed,277,103,8,Medium,No
SID100336,Dadar,12–3 PM,Fresh Produce,Abandoned,105,214,8,Medium,No
SID100337,Powai,6–9 AM,Snacks & Beverages,Completed,287,86,8,Low,No
SID100338,Thane,6–10 PM,Dairy,Abandoned,169,210,8,High,No
SID100339,Thane,9 AM–12,Fresh Produce,Abandoned,244,185,10,High,No
SID100340,Powai,6–10 PM,Personal Care,Abandoned,140,176,7,Low,No
SID100341,Bandra,10 PM–2 AM,Staples & Grains,Completed,185,44,12,Medium,No
SID100342,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,143,200,8,Medium,No
SID100343,Bandra,3–6 PM,Fresh Produce,Abandoned,167,209,8,Medium,No
SID100344,Thane,6–9 AM,Snacks & Beverages,Completed,298,127,13,Low,No
SID100345,Bandra,6–10 PM,Snacks & Beverages,Completed,368,150,11,Medium,No
SID100346,Thane,10 PM–2 AM,Staples & Grains,Completed,252,112,6,Low,No
SID100347,Powai,6–10 PM,Snacks & Beverages,Completed,324,87,7,Low,No
SID100348,Bandra,6–10 PM,Staples & Grains,Completed,379,126,15,Medium,No
SID100349,Bandra,12–3 PM,Staples & Grains,Completed,423,83,9,Medium,No
SID100350,Dadar,10 PM–2 AM,Frozen Foods,Completed,256,46,5,Medium,No
SID100351,Thane,6–10 PM,Staples & Grains,Completed,224,150,9,Low,No
SID100352,Bandra,9 AM–12,Frozen Foods,Completed,277,76,10,Medium,No
SID100353,Thane,12–3 PM,Snacks & Beverages,Completed,177,104,8,Low,No
SID100354,Thane,6–10 PM,Fresh Produce,Completed,275,176,10,High,No
SID100355,Andheri,3–6 PM,Personal Care,Completed,277,69,10,Low,No
SID100356,Andheri,12–3 PM,Snacks & Beverages,Completed,283,46,10,Low,Yes
SID100357,Dadar,6–10 PM,Staples & Grains,Abandoned,173,204,11,Medium,No
SID100358,Bandra,12–3 PM,Dairy,Completed,217,116,14,Medium,No
SID100359,Dadar,3–6 PM,Fresh Produce,Abandoned,132,205,8,Medium,No
SID100360,Andheri,12–3 PM,Snacks & Beverages,Completed,351,112,12,Low,Yes
SID100361,Andheri,3–6 PM,Dairy,Abandoned,50,111,9,High,No
SID100362,Dadar,10 PM–2 AM,Dairy,Abandoned,247,282,9,Medium,No
SID100363,Andheri,3–6 PM,Dairy,Abandoned,195,136,11,High,No
SID100364,Powai,10 PM–2 AM,Snacks & Beverages,Completed,334,97,8,Low,No
SID100365,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,202,233,10,Medium,No
SID100366,Powai,10 PM–2 AM,Dairy,Abandoned,129,128,12,Low,No
SID100367,Bandra,3–6 PM,Fresh Produce,Completed,396,84,11,Medium,No
SID100368,Dadar,3–6 PM,Staples & Grains,Completed,431,124,13,Medium,No
SID100369,Dadar,6–9 AM,Frozen Foods,Abandoned,215,184,5,Medium,No
SID100370,Thane,10 PM–2 AM,Snacks & Beverages,Completed,292,178,12,Low,No
SID100371,Andheri,12–3 PM,Fresh Produce,Abandoned,142,243,12,High,No
SID100372,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,231,169,11,Low,No
SID100373,Andheri,6–10 PM,Staples & Grains,Abandoned,251,226,12,Low,No
SID100374,Dadar,6–10 PM,Snacks & Beverages,Completed,310,81,6,Medium,No
SID100375,Andheri,12–3 PM,Snacks & Beverages,Completed,160,52,11,Low,No
SID100376,Andheri,3–6 PM,Staples & Grains,Completed,318,103,10,Low,No
SID100377,Bandra,9 AM–12,Fresh Produce,Abandoned,229,162,10,Medium,No
SID100378,Bandra,3–6 PM,Snacks & Beverages,Abandoned,181,197,6,Medium,No
SID100379,Thane,9 AM–12,Frozen Foods,Abandoned,50,248,10,Low,No
SID100380,Powai,6–10 PM,Snacks & Beverages,Completed,374,71,12,Low,No
SID100381,Thane,6–10 PM,Dairy,Completed,343,129,9,High,No
SID100382,Bandra,3–6 PM,Fresh Produce,Completed,236,121,8,Medium,No
SID100383,Bandra,6–10 PM,Snacks & Beverages,Completed,378,110,8,Medium,No
SID100384,Bandra,9 AM–12,Fresh Produce,Abandoned,150,226,13,Medium,No
SID100385,Dadar,3–6 PM,Frozen Foods,Abandoned,203,164,10,Medium,No
SID100386,Andheri,6–10 PM,Fresh Produce,Abandoned,100,264,11,High,No
SID100387,Thane,10 PM–2 AM,Staples & Grains,Abandoned,185,157,10,Low,No
SID100388,Bandra,9 AM–12,Staples & Grains,Abandoned,188,174,11,Medium,No
SID100389,Powai,3–6 PM,Fresh Produce,Completed,267,105,7,Low,No
SID100390,Bandra,6–9 AM,Staples & Grains,Abandoned,160,249,9,Medium,No
SID100391,Thane,3–6 PM,Frozen Foods,Abandoned,220,215,7,Low,No
SID100392,Thane,12–3 PM,Snacks & Beverages,Completed,376,154,13,Low,Yes
SID100393,Bandra,6–10 PM,Snacks & Beverages,Completed,285,62,12,Medium,Yes
SID100394,Bandra,6–9 AM,Snacks & Beverages,Completed,321,48,6,Medium,No
SID100395,Andheri,9 AM–12,Fresh Produce,Abandoned,50,142,10,High,No
SID100396,Powai,6–10 PM,Snacks & Beverages,Completed,308,128,15,Low,Yes
SID100397,Bandra,6–10 PM,Staples & Grains,Abandoned,206,203,10,Medium,No
SID100398,Andheri,6–9 AM,Staples & Grains,Abandoned,191,183,12,Low,No
SID100399,Powai,12–3 PM,Fresh Produce,Abandoned,189,160,10,Low,No
SID100400,Dadar,6–9 AM,Frozen Foods,Abandoned,220,224,5,Medium,No
SID100401,Bandra,6–9 AM,Snacks & Beverages,Completed,303,77,6,Medium,No
SID100402,Thane,3–6 PM,Snacks & Beverages,Completed,316,128,9,Low,No
SID100403,Andheri,9 AM–12,Snacks & Beverages,Completed,414,87,11,Low,Yes
SID100404,Powai,9 AM–12,Staples & Grains,Abandoned,274,135,7,Low,No
SID100405,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,239,232,10,Medium,No
SID100406,Thane,6–9 AM,Snacks & Beverages,Completed,299,71,10,Low,No
SID100407,Andheri,3–6 PM,Staples & Grains,Abandoned,168,220,9,Low,No
SID100408,Thane,3–6 PM,Dairy,Completed,305,90,9,High,No
SID100409,Andheri,6–9 AM,Frozen Foods,Completed,277,66,11,Low,No
SID100410,Dadar,9 AM–12,Personal Care,Completed,338,111,9,Medium,No
SID100411,Powai,6–9 AM,Dairy,Completed,346,53,10,Low,Yes
SID100412,Thane,9 AM–12,Fresh Produce,Abandoned,229,150,13,High,No
SID100413,Andheri,6–10 PM,Staples & Grains,Abandoned,161,246,10,Low,No
SID100414,Andheri,12–3 PM,Personal Care,Abandoned,103,222,8,Low,No
SID100415,Dadar,6–10 PM,Snacks & Beverages,Completed,277,72,10,Medium,No
SID100416,Powai,6–10 PM,Snacks & Beverages,Abandoned,86,159,7,Low,No
SID100417,Thane,10 PM–2 AM,Personal Care,Completed,162,53,13,Low,No
SID100418,Thane,12–3 PM,Dairy,Completed,212,158,8,High,Yes
SID100419,Dadar,9 AM–12,Dairy,Completed,279,89,12,Medium,No
SID100420,Dadar,6–10 PM,Fresh Produce,Abandoned,338,218,8,Medium,No
SID100421,Bandra,10 PM–2 AM,Personal Care,Completed,296,143,12,Medium,No
SID100422,Thane,3–6 PM,Fresh Produce,Completed,205,124,9,High,No
SID100423,Dadar,9 AM–12,Snacks & Beverages,Abandoned,50,147,10,Medium,No
SID100424,Thane,10 PM–2 AM,Fresh Produce,Abandoned,224,240,8,High,No
SID100425,Dadar,3–6 PM,Fresh Produce,Abandoned,149,213,10,Medium,No
SID100426,Andheri,6–10 PM,Snacks & Beverages,Completed,107,134,8,Low,No
SID100427,Bandra,9 AM–12,Snacks & Beverages,Completed,366,74,7,Medium,No
SID100428,Thane,10 PM–2 AM,Fresh Produce,Abandoned,108,146,12,High,No
SID100429,Andheri,12–3 PM,Frozen Foods,Completed,264,130,14,Low,No
SID100430,Powai,6–10 PM,Snacks & Beverages,Completed,342,173,11,Low,Yes
SID100431,Powai,10 PM–2 AM,Snacks & Beverages,Completed,364,90,6,Low,No
SID100432,Bandra,6–10 PM,Staples & Grains,Completed,235,111,5,Medium,No
SID100433,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,160,201,14,Medium,No
SID100434,Dadar,6–10 PM,Staples & Grains,Completed,366,95,9,Medium,No
SID100435,Bandra,12–3 PM,Personal Care,Completed,347,128,12,Medium,No
SID100436,Thane,6–10 PM,Personal Care,Completed,306,26,11,Low,No
SID100437,Thane,12–3 PM,Snacks & Beverages,Completed,190,91,9,Low,Yes
SID100438,Thane,10 PM–2 AM,Dairy,Abandoned,182,275,9,High,No
SID100439,Thane,6–10 PM,Fresh Produce,Abandoned,151,206,8,High,No
SID100440,Bandra,10 PM–2 AM,Staples & Grains,Completed,373,87,13,Medium,No
SID100441,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,282,177,10,Medium,Yes
SID100442,Powai,12–3 PM,Fresh Produce,Completed,190,153,13,Low,No
SID100443,Bandra,6–9 AM,Staples & Grains,Completed,269,79,6,Medium,No
SID100444,Thane,12–3 PM,Snacks & Beverages,Completed,299,128,13,Low,No
SID100445,Thane,9 AM–12,Fresh Produce,Abandoned,155,245,11,High,No
SID100446,Bandra,12–3 PM,Fresh Produce,Completed,318,63,14,Medium,No
SID100447,Thane,3–6 PM,Fresh Produce,Completed,192,88,8,High,No
SID100448,Andheri,3–6 PM,Snacks & Beverages,Completed,209,143,10,Low,No
SID100449,Andheri,6–9 AM,Personal Care,Completed,268,123,9,Low,No
SID100450,Powai,6–10 PM,Staples & Grains,Abandoned,240,247,6,Low,No
SID100451,Bandra,6–10 PM,Frozen Foods,Abandoned,213,235,11,Medium,No
SID100452,Andheri,6–10 PM,Staples & Grains,Completed,447,79,10,Low,No
SID100453,Bandra,3–6 PM,Personal Care,Completed,401,101,9,Medium,No
SID100454,Andheri,6–10 PM,Personal Care,Completed,300,79,11,Low,No
SID100455,Bandra,12–3 PM,Fresh Produce,Completed,451,116,13,Medium,No
SID100456,Thane,12–3 PM,Staples & Grains,Abandoned,214,210,8,Low,No
SID100457,Andheri,6–9 AM,Fresh Produce,Completed,366,79,14,High,No
SID100458,Thane,6–9 AM,Personal Care,Completed,348,124,6,Low,No
SID100459,Thane,6–10 PM,Staples & Grains,Abandoned,134,203,10,Low,No
SID100460,Bandra,10 PM–2 AM,Dairy,Abandoned,197,116,12,Medium,No
SID100461,Thane,6–10 PM,Fresh Produce,Abandoned,99,181,12,High,No
SID100462,Thane,3–6 PM,Fresh Produce,Abandoned,191,218,9,High,No
SID100463,Andheri,12–3 PM,Dairy,Completed,310,47,8,High,Yes
SID100464,Dadar,9 AM–12,Staples & Grains,Abandoned,118,272,8,Medium,No
SID100465,Andheri,6–9 AM,Snacks & Beverages,Completed,375,92,11,Low,Yes
SID100466,Thane,6–10 PM,Snacks & Beverages,Completed,222,74,10,Low,No
SID100467,Powai,12–3 PM,Fresh Produce,Abandoned,208,119,11,Low,No
SID100468,Bandra,10 PM–2 AM,Personal Care,Abandoned,98,142,12,Medium,No
SID100469,Dadar,9 AM–12,Fresh Produce,Completed,326,110,17,Medium,No
SID100470,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,189,201,9,Low,No
SID100471,Thane,9 AM–12,Staples & Grains,Completed,356,165,8,Low,No
SID100472,Andheri,9 AM–12,Snacks & Beverages,Completed,451,113,9,Low,No
SID100473,Bandra,9 AM–12,Snacks & Beverages,Completed,506,124,11,Medium,No
SID100474,Andheri,6–9 AM,Fresh Produce,Abandoned,138,160,10,High,No
SID100475,Powai,3–6 PM,Fresh Produce,Completed,461,125,11,Low,No
SID100476,Thane,9 AM–12,Dairy,Abandoned,165,239,11,High,No
SID100477,Andheri,6–10 PM,Snacks & Beverages,Abandoned,126,293,9,Low,No
SID100478,Thane,9 AM–12,Fresh Produce,Completed,326,105,5,High,No
SID100479,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,521,119,7,Low,No
SID100480,Thane,6–10 PM,Snacks & Beverages,Completed,322,153,11,Low,No
SID100481,Powai,12–3 PM,Staples & Grains,Abandoned,100,209,9,Low,No
SID100482,Dadar,10 PM–2 AM,Fresh Produce,Completed,256,103,9,Medium,No
SID100483,Powai,10 PM–2 AM,Snacks & Beverages,Completed,263,142,11,Low,No
SID100484,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,138,145,7,Medium,No
SID100485,Andheri,12–3 PM,Fresh Produce,Abandoned,233,127,13,High,No
SID100486,Thane,6–9 AM,Snacks & Beverages,Abandoned,306,184,11,Low,No
SID100487,Andheri,6–10 PM,Dairy,Abandoned,222,262,12,High,No
SID100488,Thane,3–6 PM,Snacks & Beverages,Abandoned,271,242,8,Low,No
SID100489,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,191,217,11,Low,No
SID100490,Powai,6–10 PM,Frozen Foods,Completed,400,175,10,Low,No
SID100491,Thane,12–3 PM,Snacks & Beverages,Abandoned,114,139,8,Low,No
SID100492,Andheri,3–6 PM,Frozen Foods,Abandoned,181,132,11,Low,No
SID100493,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,140,172,12,Medium,No
SID100494,Thane,12–3 PM,Personal Care,Completed,400,60,8,Low,No
SID100495,Thane,9 AM–12,Dairy,Completed,379,88,7,High,No
SID100496,Thane,6–10 PM,Staples & Grains,Abandoned,266,151,9,Low,No
SID100497,Bandra,6–9 AM,Frozen Foods,Abandoned,200,191,6,Medium,No
SID100498,Andheri,6–10 PM,Fresh Produce,Abandoned,162,224,9,High,No
SID100499,Powai,6–9 AM,Snacks & Beverages,Completed,372,132,12,Low,Yes
SID100500,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,149,189,13,Medium,No
SID100501,Powai,12–3 PM,Staples & Grains,Completed,361,89,13,Low,No
SID100502,Thane,6–9 AM,Frozen Foods,Abandoned,301,242,12,Low,No
SID100503,Powai,6–10 PM,Personal Care,Completed,283,121,14,Low,No
SID100504,Thane,12–3 PM,Snacks & Beverages,Completed,324,134,9,Low,No
SID100505,Powai,9 AM–12,Personal Care,Abandoned,217,219,12,Low,No
SID100506,Powai,6–9 AM,Fresh Produce,Completed,405,151,11,Low,No
SID100507,Andheri,3–6 PM,Staples & Grains,Completed,392,104,13,Low,No
SID100508,Bandra,9 AM–12,Dairy,Completed,341,67,9,Medium,No
SID100509,Thane,10 PM–2 AM,Snacks & Beverages,Completed,436,173,12,Low,No
SID100510,Dadar,10 PM–2 AM,Personal Care,Abandoned,363,149,7,Medium,No
SID100511,Powai,12–3 PM,Personal Care,Abandoned,285,179,14,Low,No
SID100512,Bandra,6–9 AM,Snacks & Beverages,Completed,300,81,12,Medium,No
SID100513,Dadar,6–10 PM,Snacks & Beverages,Completed,362,119,8,Medium,No
SID100514,Bandra,10 PM–2 AM,Personal Care,Abandoned,184,206,13,Medium,No
SID100515,Andheri,12–3 PM,Snacks & Beverages,Completed,295,105,8,Low,Yes
SID100516,Andheri,9 AM–12,Snacks & Beverages,Abandoned,166,116,6,Low,No
SID100517,Thane,12–3 PM,Fresh Produce,Abandoned,150,173,9,High,No
SID100518,Bandra,12–3 PM,Staples & Grains,Abandoned,199,176,12,Medium,No
SID100519,Andheri,6–9 AM,Fresh Produce,Completed,357,96,6,High,No
SID100520,Thane,9 AM–12,Dairy,Abandoned,181,141,6,High,No
SID100521,Powai,6–9 AM,Fresh Produce,Completed,385,137,9,Low,No
SID100522,Andheri,3–6 PM,Fresh Produce,Completed,443,128,13,High,No
SID100523,Dadar,12–3 PM,Dairy,Completed,289,133,12,Medium,Yes
SID100524,Andheri,3–6 PM,Staples & Grains,Completed,194,20,9,Low,No
SID100525,Dadar,3–6 PM,Fresh Produce,Abandoned,273,240,9,Medium,No
SID100526,Andheri,9 AM–12,Personal Care,Completed,211,119,9,Low,No
SID100527,Thane,9 AM–12,Dairy,Completed,430,203,7,High,No
SID100528,Andheri,6–10 PM,Snacks & Beverages,Completed,254,78,11,Low,No
SID100529,Bandra,10 PM–2 AM,Personal Care,Completed,223,94,11,Medium,No
SID100530,Bandra,10 PM–2 AM,Fresh Produce,Completed,244,114,11,Medium,No
SID100531,Andheri,6–10 PM,Snacks & Beverages,Completed,344,126,9,Low,Yes
SID100532,Andheri,12–3 PM,Snacks & Beverages,Abandoned,202,207,13,Low,No
SID100533,Andheri,3–6 PM,Fresh Produce,Completed,309,134,8,High,No
SID100534,Dadar,6–9 AM,Fresh Produce,Abandoned,136,164,10,Medium,No
SID100535,Powai,6–10 PM,Snacks & Beverages,Abandoned,50,234,9,Low,No
SID100536,Powai,10 PM–2 AM,Staples & Grains,Abandoned,158,246,9,Low,No
SID100537,Powai,6–10 PM,Frozen Foods,Abandoned,210,144,20,Low,No
SID100538,Andheri,6–9 AM,Dairy,Completed,294,151,6,High,No
SID100539,Andheri,6–10 PM,Snacks & Beverages,Completed,190,99,12,Low,Yes
SID100540,Andheri,12–3 PM,Staples & Grains,Completed,262,160,11,Low,No
SID100541,Andheri,6–10 PM,Dairy,Completed,297,94,12,High,No
SID100542,Andheri,6–9 AM,Staples & Grains,Completed,323,163,8,Low,No
SID100543,Andheri,10 PM–2 AM,Staples & Grains,Completed,302,67,11,Low,No
SID100544,Thane,6–10 PM,Fresh Produce,Completed,354,121,8,High,No
SID100545,Dadar,6–9 AM,Staples & Grains,Completed,382,75,14,Medium,No
SID100546,Dadar,12–3 PM,Fresh Produce,Completed,248,106,8,Medium,No
SID100547,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,363,66,10,Medium,No
SID100548,Andheri,6–9 AM,Snacks & Beverages,Completed,335,71,10,Low,No
SID100549,Powai,12–3 PM,Fresh Produce,Completed,408,126,12,Low,No
SID100550,Thane,6–10 PM,Frozen Foods,Completed,367,129,12,Low,No
SID100551,Bandra,3–6 PM,Frozen Foods,Abandoned,248,143,7,Medium,No
SID100552,Bandra,9 AM–12,Snacks & Beverages,Abandoned,66,156,11,Medium,No
SID100553,Bandra,3–6 PM,Fresh Produce,Abandoned,97,271,15,Medium,No
SID100554,Andheri,9 AM–12,Dairy,Completed,369,100,12,High,No
SID100555,Dadar,10 PM–2 AM,Dairy,Abandoned,223,250,11,Medium,No
SID100556,Bandra,12–3 PM,Snacks & Beverages,Abandoned,210,215,10,Medium,No
SID100557,Powai,9 AM–12,Personal Care,Completed,433,78,12,Low,No
SID100558,Andheri,6–10 PM,Dairy,Completed,358,48,10,High,No
SID100559,Bandra,6–9 AM,Snacks & Beverages,Completed,278,125,15,Medium,No
SID100560,Andheri,6–10 PM,Snacks & Beverages,Abandoned,241,110,11,Low,No
SID100561,Powai,12–3 PM,Fresh Produce,Abandoned,144,213,13,Low,No
SID100562,Andheri,6–9 AM,Fresh Produce,Abandoned,176,249,9,High,No
SID100563,Thane,10 PM–2 AM,Fresh Produce,Abandoned,67,135,9,High,No
SID100564,Dadar,9 AM–12,Personal Care,Completed,468,121,10,Medium,No
SID100565,Bandra,9 AM–12,Staples & Grains,Abandoned,183,170,11,Medium,No
SID100566,Thane,6–9 AM,Fresh Produce,Completed,239,119,10,High,No
SID100567,Andheri,12–3 PM,Dairy,Completed,404,127,9,High,No
SID100568,Thane,6–10 PM,Fresh Produce,Completed,288,93,7,High,No
SID100569,Thane,6–10 PM,Snacks & Beverages,Completed,215,47,9,Low,No
SID100570,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,162,140,10,Low,No
SID100571,Andheri,3–6 PM,Staples & Grains,Abandoned,193,239,12,Low,No
SID100572,Thane,3–6 PM,Staples & Grains,Completed,340,179,14,Low,No
SID100573,Dadar,9 AM–12,Frozen Foods,Completed,408,92,10,Medium,No
SID100574,Bandra,12–3 PM,Frozen Foods,Completed,274,132,16,Medium,No
SID100575,Bandra,6–10 PM,Fresh Produce,Completed,304,20,11,Medium,No
SID100576,Thane,12–3 PM,Staples & Grains,Abandoned,151,254,10,Low,No
SID100577,Thane,6–10 PM,Snacks & Beverages,Completed,208,98,11,Low,No
SID100578,Bandra,3–6 PM,Fresh Produce,Abandoned,159,179,14,Medium,No
SID100579,Dadar,6–9 AM,Fresh Produce,Abandoned,242,172,14,Medium,No
SID100580,Andheri,9 AM–12,Snacks & Beverages,Completed,271,96,9,Low,Yes
SID100581,Andheri,6–10 PM,Fresh Produce,Abandoned,184,189,9,High,No
SID100582,Andheri,6–10 PM,Fresh Produce,Completed,271,113,11,High,No
SID100583,Powai,12–3 PM,Staples & Grains,Abandoned,208,190,9,Low,No
SID100584,Bandra,3–6 PM,Snacks & Beverages,Completed,290,152,9,Medium,Yes
SID100585,Andheri,10 PM–2 AM,Personal Care,Completed,303,132,8,Low,No
SID100586,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,249,133,10,Medium,No
SID100587,Bandra,12–3 PM,Fresh Produce,Abandoned,105,164,10,Medium,No
SID100588,Powai,10 PM–2 AM,Staples & Grains,Abandoned,169,186,8,Low,No
SID100589,Bandra,6–10 PM,Snacks & Beverages,Completed,304,62,9,Medium,No
SID100590,Thane,9 AM–12,Staples & Grains,Abandoned,160,217,9,Low,No
SID100591,Andheri,3–6 PM,Snacks & Beverages,Completed,390,131,11,Low,No
SID100592,Thane,10 PM–2 AM,Fresh Produce,Abandoned,138,215,14,High,No
SID100593,Bandra,6–9 AM,Personal Care,Completed,383,70,15,Medium,No
SID100594,Dadar,12–3 PM,Fresh Produce,Abandoned,285,134,5,Medium,No
SID100595,Powai,10 PM–2 AM,Snacks & Beverages,Abandoned,191,158,11,Low,No
SID100596,Dadar,6–10 PM,Staples & Grains,Abandoned,136,223,11,Medium,No
SID100597,Andheri,9 AM–12,Personal Care,Completed,384,96,11,Low,No
SID100598,Bandra,6–10 PM,Dairy,Completed,385,166,6,Medium,No
SID100599,Bandra,6–10 PM,Snacks & Beverages,Abandoned,116,276,12,Medium,No
SID100600,Thane,6–10 PM,Snacks & Beverages,Completed,338,147,9,Low,No
SID100601,Dadar,12–3 PM,Fresh Produce,Abandoned,115,98,15,Medium,No
SID100602,Powai,9 AM–12,Fresh Produce,Completed,318,117,14,Low,No
SID100603,Powai,6–9 AM,Snacks & Beverages,Abandoned,79,281,13,Low,No
SID100604,Dadar,3–6 PM,Snacks & Beverages,Completed,394,75,15,Medium,No
SID100605,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,202,205,10,Medium,No
SID100606,Bandra,6–9 AM,Snacks & Beverages,Abandoned,111,223,13,Medium,No
SID100607,Andheri,6–10 PM,Fresh Produce,Abandoned,219,272,15,High,No
SID100608,Bandra,9 AM–12,Snacks & Beverages,Completed,334,83,14,Medium,Yes
SID100609,Thane,9 AM–12,Snacks & Beverages,Completed,238,87,13,Low,No
SID100610,Bandra,6–9 AM,Dairy,Completed,533,131,10,Medium,Yes
SID100611,Bandra,6–10 PM,Fresh Produce,Completed,285,80,9,Medium,No
SID100612,Bandra,6–9 AM,Snacks & Beverages,Completed,333,108,13,Medium,No
SID100613,Dadar,6–10 PM,Staples & Grains,Abandoned,107,198,7,Medium,No
SID100614,Bandra,6–10 PM,Staples & Grains,Abandoned,156,158,8,Medium,No
SID100615,Powai,6–10 PM,Staples & Grains,Completed,354,121,11,Low,No
SID100616,Powai,6–10 PM,Dairy,Completed,172,93,13,Low,Yes
SID100617,Andheri,9 AM–12,Personal Care,Completed,307,122,8,Low,No
SID100618,Powai,3–6 PM,Snacks & Beverages,Completed,494,151,12,Low,No
SID100619,Dadar,6–9 AM,Fresh Produce,Completed,224,65,12,Medium,No
SID100620,Bandra,6–10 PM,Frozen Foods,Completed,414,122,8,Medium,No
SID100621,Thane,3–6 PM,Snacks & Beverages,Completed,352,157,14,Low,Yes
SID100622,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,299,96,12,Medium,No
SID100623,Bandra,6–10 PM,Fresh Produce,Completed,289,145,14,Medium,No
SID100624,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,233,117,10,Medium,No
SID100625,Andheri,12–3 PM,Dairy,Abandoned,207,209,8,High,No
SID100626,Dadar,3–6 PM,Fresh Produce,Abandoned,165,152,9,Medium,No
SID100627,Bandra,6–10 PM,Fresh Produce,Abandoned,148,237,10,Medium,No
SID100628,Thane,10 PM–2 AM,Staples & Grains,Completed,268,195,6,Low,No
SID100629,Bandra,9 AM–12,Fresh Produce,Abandoned,210,261,8,Medium,No
SID100630,Andheri,6–9 AM,Dairy,Abandoned,195,238,5,High,No
SID100631,Thane,3–6 PM,Snacks & Beverages,Completed,380,142,10,Low,Yes
SID100632,Bandra,12–3 PM,Snacks & Beverages,Completed,220,102,8,Medium,No
SID100633,Dadar,6–10 PM,Dairy,Abandoned,316,201,9,Medium,No
SID100634,Dadar,6–10 PM,Snacks & Beverages,Completed,246,129,10,Medium,Yes
